Student,Date,Day,Hour,Traffic_Level,Predicted_FreeSpot_%
Student 2637,2025-03-06,Thursday,16:30,Low,99.61
Student 2638,2025-10-13,Monday,9:15,Medium,42.8
Student 2639,2025-09-15,Monday,17:00,Low,80.99
Student 2640,2025-10-30,Thursday,16:00,Low,91.43
Student 2641,2025-09-28,Sunday,11:15,Low,85.49
Student 2642,2025-07-27,Sunday,11:00,Low,81.95
Student 2643,2025-06-14,Saturday,11:30,Low,91.86
Student 2644,2025-05-01,Thursday,14:45,Low,72.64
Student 2645,2025-06-27,Friday,16:15,Low,92.27
Student 2646,2025-09-05,Friday,8:00,Low,71.56
Student 2647,2025-05-17,Saturday,15:15,Low,71.42
Student 2648,2025-06-06,Friday,9:00,Low,85.74
Student 2649,2025-09-23,Tuesday,16:00,Low,91.61
Student 2650,2025-02-05,Wednesday,9:00,High,33.53
Student 2651,2025-03-26,Wednesday,16:30,Low,91.48
Student 2652,2025-11-12,Wednesday,17:30,Low,94.63
Student 2653,2025-04-20,Sunday,17:15,Low,86.56
Student 2654,2025-01-12,Sunday,12:45,Low,95.88
Student 2655,2025-05-25,Sunday,9:45,Low,83.96
Student 2656,2025-03-16,Sunday,12:00,Medium,69.94
Student 2657,2025-09-30,Tuesday,9:45,Low,83.05
Student 2658,2025-04-30,Wednesday,18:45,Low,75.95
Student 2659,2025-04-03,Thursday,10:45,Low,84.64
Student 2660,2025-02-13,Thursday,8:30,Low,97.52
Student 2661,2025-06-27,Friday,13:45,Low,84.3
Student 2662,2025-05-25,Sunday,11:30,Low,78.63
Student 2663,2025-11-04,Tuesday,16:45,Low,94.62
Student 2664,2025-02-17,Monday,9:00,High,15.16
Student 2665,2025-05-01,Thursday,16:45,Low,77.3
Student 2666,2025-02-12,Wednesday,12:00,High,23.09
Student 2667,2025-10-12,Sunday,14:00,Medium,43.39
Student 2668,2025-04-20,Sunday,9:00,High,21.5
Student 2669,2025-05-19,Monday,14:15,Low,82.89
Student 2670,2025-06-04,Wednesday,17:30,Low,84.29
Student 2671,2025-10-12,Sunday,18:00,Low,96.99
Student 2672,2025-06-18,Wednesday,16:30,Low,98.44
Student 2673,2025-11-12,Wednesday,11:00,High,28.55
Student 2674,2025-10-16,Thursday,14:15,Medium,40.49
Student 2675,2025-12-07,Sunday,8:30,High,13.34
Student 2676,2025-05-10,Saturday,17:15,Low,78.91
Student 2677,2025-01-18,Saturday,11:30,Low,72.54
Student 2678,2025-11-14,Friday,13:45,Low,96.76
Student 2679,2025-10-18,Saturday,14:45,Low,86.83
Student 2680,2025-05-23,Friday,8:45,Low,73.15
Student 2681,2025-04-08,Tuesday,17:30,Low,78.35
Student 2682,2025-04-19,Saturday,16:45,Low,85.69
Student 2683,2025-10-04,Saturday,12:45,Low,81.72
Student 2684,2025-02-07,Friday,14:15,Low,83.23
Student 2685,2025-11-23,Sunday,10:00,High,35.77
Student 2686,2025-10-25,Saturday,18:00,Low,71.0
Student 2687,2025-05-06,Tuesday,8:30,Low,84.67
Student 2688,2025-07-13,Sunday,13:15,Low,81.98
Student 2689,2025-11-24,Monday,18:45,Low,78.4
Student 2690,2025-01-14,Tuesday,14:30,Low,94.08
Student 2691,2025-04-29,Tuesday,12:15,High,10.06
Student 2692,2025-01-05,Sunday,14:00,Low,70.54
Student 2693,2025-08-22,Friday,17:45,Low,74.45
Student 2694,2025-05-12,Monday,13:15,Low,73.88
Student 2695,2025-12-01,Monday,9:45,High,37.58
Student 2696,2025-10-23,Thursday,12:15,Medium,48.72
Student 2697,2025-01-12,Sunday,18:45,Low,76.97
Student 2698,2025-02-23,Sunday,8:45,Low,72.41
Student 2699,2025-12-02,Tuesday,14:45,Low,94.55
Student 2700,2025-04-22,Tuesday,12:15,High,31.01
Student 2701,2025-03-12,Wednesday,13:00,Medium,66.43
Student 2702,2025-12-13,Saturday,10:45,Low,71.24
Student 2703,2025-06-27,Friday,14:00,Low,83.09
Student 2704,2025-03-25,Tuesday,12:30,Medium,47.2
Student 2705,2025-09-24,Wednesday,17:00,Low,77.5
Student 2706,2025-08-13,Wednesday,17:15,Low,91.49
Student 2707,2025-03-13,Thursday,16:15,Low,88.73
Student 2708,2025-01-07,Tuesday,15:45,Low,79.79
Student 2709,2025-07-04,Friday,12:15,Low,78.31
Student 2710,2025-05-25,Sunday,18:15,Low,76.35
Student 2711,2025-03-17,Monday,14:30,Medium,53.52
Student 2712,2025-01-28,Tuesday,17:30,Low,78.43
Student 2713,2025-04-30,Wednesday,13:00,Low,73.13
Student 2714,2025-09-26,Friday,15:00,Low,85.54
Student 2715,2025-03-12,Wednesday,18:30,Low,98.56
Student 2716,2025-08-15,Friday,16:00,Low,72.85
Student 2717,2025-12-06,Saturday,17:15,Low,97.65
Student 2718,2025-06-03,Tuesday,14:00,Low,73.82
Student 2719,2025-10-02,Thursday,14:30,Medium,45.37
Student 2720,2025-07-02,Wednesday,9:30,Low,71.52
Student 2721,2025-11-21,Friday,17:45,Low,73.25
Student 2722,2025-07-25,Friday,17:15,Low,93.6
Student 2723,2025-07-19,Saturday,9:30,Low,92.66
Student 2724,2025-10-12,Sunday,15:15,Low,97.94
Student 2725,2025-04-04,Friday,9:45,Low,77.98
Student 2726,2025-09-05,Friday,18:00,Low,81.21
Student 2727,2025-08-07,Thursday,8:15,Low,95.32
Student 2728,2025-06-06,Friday,17:00,Low,80.74
Student 2729,2025-09-23,Tuesday,12:15,Low,73.75
Student 2730,2025-05-25,Sunday,17:30,Low,97.98
Student 2731,2025-08-24,Sunday,12:00,Low,86.89
Student 2732,2025-05-05,Monday,11:45,Low,74.43
Student 2733,2025-09-12,Friday,12:15,Low,84.47
Student 2734,2025-07-09,Wednesday,11:15,Low,71.55
Student 2735,2025-04-04,Friday,18:45,Low,88.97
Student 2736,2025-03-22,Saturday,16:00,Low,79.11
Student 2737,2025-12-08,Monday,8:15,High,18.73
Student 2738,2025-11-11,Tuesday,14:45,Low,75.3
Student 2739,2025-12-14,Sunday,15:30,Low,96.95
Student 2740,2025-10-26,Sunday,15:00,Low,71.48
Student 2741,2025-06-24,Tuesday,11:00,Medium,63.42
Student 2742,2025-07-04,Friday,11:00,Low,70.95
Student 2743,2025-05-27,Tuesday,18:45,Low,92.39
Student 2744,2025-03-16,Sunday,13:30,Medium,44.99
Student 2745,2025-10-04,Saturday,11:15,Low,86.18
Student 2746,2025-11-07,Friday,17:15,Low,88.53
Student 2747,2025-06-27,Friday,11:00,Low,90.93
Student 2748,2025-04-14,Monday,12:00,High,19.04
Student 2749,2025-01-02,Thursday,9:30,Low,90.52
Student 2750,2025-11-19,Wednesday,14:45,Low,83.17
Student 2751,2025-12-03,Wednesday,17:00,Low,76.03
Student 2752,2025-12-15,Monday,11:45,High,18.4
Student 2753,2025-09-18,Thursday,8:15,Low,76.56
Student 2754,2025-05-11,Sunday,18:00,Low,79.16
Student 2755,2025-01-03,Friday,10:45,Low,94.83
Student 2756,2025-10-02,Thursday,8:15,Medium,55.3
Student 2757,2025-09-22,Monday,8:30,Low,83.37
Student 2758,2025-12-17,Wednesday,12:45,High,12.57
Student 2759,2025-10-06,Monday,15:00,Low,73.53
Student 2760,2025-10-03,Friday,12:15,Low,76.38
Student 2761,2025-04-23,Wednesday,12:45,High,21.46
Student 2762,2025-03-12,Wednesday,9:00,Medium,67.23
Student 2763,2025-02-10,Monday,16:45,Low,87.85
Student 2764,2025-01-26,Sunday,9:30,Low,88.58
Student 2765,2025-07-12,Saturday,17:15,Low,99.82
Student 2766,2025-03-22,Saturday,12:15,Low,86.68
Student 2767,2025-06-22,Sunday,16:30,Low,77.96
Student 2768,2025-11-14,Friday,10:45,Low,71.77
Student 2769,2025-11-12,Wednesday,16:15,Low,89.51
Student 2770,2025-10-18,Saturday,11:45,Low,81.31
Student 2771,2025-02-10,Monday,11:15,High,24.67
Student 2772,2025-10-10,Friday,17:15,Low,92.04
Student 2773,2025-10-26,Sunday,11:30,Medium,68.45
Student 2774,2025-07-17,Thursday,17:30,Low,89.1
Student 2775,2025-11-23,Sunday,8:30,High,29.94
Student 2776,2025-11-21,Friday,11:30,Low,77.6
Student 2777,2025-11-25,Tuesday,16:15,Low,82.15
Student 2778,2025-11-29,Saturday,11:45,Low,93.99
Student 2779,2025-11-04,Tuesday,14:15,Low,94.54
Student 2780,2025-04-16,Wednesday,14:15,Low,99.93
Student 2781,2025-02-24,Monday,14:30,Low,85.5
Student 2782,2025-10-17,Friday,14:45,Low,76.07
Student 2783,2025-12-03,Wednesday,8:30,High,36.0
Student 2784,2025-11-03,Monday,14:15,Low,74.81
Student 2785,2025-11-25,Tuesday,11:45,High,30.68
Student 2786,2025-12-06,Saturday,15:00,Low,83.76
Student 2787,2025-10-08,Wednesday,10:45,Medium,43.94
Student 2788,2025-06-27,Friday,18:30,Low,99.05
Student 2789,2025-11-04,Tuesday,11:30,High,12.58
Student 2790,2025-07-06,Sunday,12:00,Low,98.5
Student 2791,2025-08-05,Tuesday,15:45,Low,87.87
Student 2792,2025-12-19,Friday,15:00,Low,92.15
Student 2793,2025-01-24,Friday,15:00,Low,84.58
Student 2794,2025-11-14,Friday,8:00,Low,73.37
Student 2795,2025-08-23,Saturday,8:15,Low,73.66
Student 2796,2025-08-24,Sunday,8:00,Low,89.01
Student 2797,2025-05-20,Tuesday,17:15,Low,72.29
Student 2798,2025-10-17,Friday,14:30,Low,77.13
Student 2799,2025-04-05,Saturday,9:30,Low,71.45
Student 2800,2025-10-29,Wednesday,11:30,Medium,41.56
Student 2801,2025-07-25,Friday,8:15,Low,71.75
Student 2802,2025-02-21,Friday,15:00,Low,76.51
Student 2803,2025-08-17,Sunday,17:30,Low,94.32
Student 2804,2025-10-24,Friday,8:45,Low,82.91
Student 2805,2025-05-03,Saturday,8:30,Low,96.72
Student 2806,2025-03-31,Monday,11:00,Medium,56.25
Student 2807,2025-11-19,Wednesday,11:45,High,39.46
Student 2808,2025-12-16,Tuesday,13:45,Low,82.17
Student 2809,2025-06-11,Wednesday,8:15,High,36.18
Student 2810,2025-02-10,Monday,8:45,High,32.92
Student 2811,2025-03-28,Friday,11:15,Low,81.34
Student 2812,2025-03-18,Tuesday,12:45,Medium,51.57
Student 2813,2025-04-22,Tuesday,8:15,High,22.52
Student 2814,2025-02-22,Saturday,16:00,Low,94.31
Student 2815,2025-05-17,Saturday,8:45,Low,83.35
Student 2816,2025-02-13,Thursday,15:30,Low,77.11
Student 2817,2025-09-17,Wednesday,11:15,High,38.2
Student 2818,2025-12-03,Wednesday,13:15,Low,77.49
Student 2819,2025-02-20,Thursday,14:15,Low,89.82
Student 2820,2025-10-12,Sunday,14:30,Medium,66.58
Student 2821,2025-11-04,Tuesday,11:00,High,21.17
Student 2822,2025-06-07,Saturday,16:15,Low,76.34
Student 2823,2025-10-02,Thursday,9:30,Medium,59.79
Student 2824,2025-04-03,Thursday,8:00,Low,70.01
Student 2825,2025-05-12,Monday,10:45,Low,73.26
Student 2826,2025-07-01,Tuesday,9:30,Low,98.4
Student 2827,2025-11-03,Monday,15:30,Low,83.46
Student 2828,2025-01-08,Wednesday,15:30,Low,87.32
Student 2829,2025-01-25,Saturday,10:15,Low,81.61
Student 2830,2025-11-26,Wednesday,13:00,Low,92.06
Student 2831,2025-10-18,Saturday,14:15,Low,99.04
Student 2832,2025-04-23,Wednesday,15:15,Low,93.09
Student 2833,2025-09-10,Wednesday,10:00,High,19.33
Student 2834,2025-03-18,Tuesday,15:45,Low,86.23
Student 2835,2025-08-07,Thursday,8:45,Low,93.4
Student 2836,2025-11-06,Thursday,9:45,Low,86.27
Student 2837,2025-06-23,Monday,18:00,Low,90.5
Student 2838,2025-06-13,Friday,8:45,Low,96.89
Student 2839,2025-10-12,Sunday,12:30,Medium,44.53
Student 2840,2025-08-28,Thursday,15:30,Low,95.83
Student 2841,2025-02-01,Saturday,15:00,Low,77.38
Student 2842,2025-05-19,Monday,14:45,Low,82.89
Student 2843,2025-03-14,Friday,15:45,Low,79.45
Student 2844,2025-05-26,Monday,11:45,Low,77.39
Student 2845,2025-04-27,Sunday,9:45,High,39.87
Student 2846,2025-04-16,Wednesday,17:45,Low,86.74
Student 2847,2025-05-01,Thursday,14:00,Low,75.69
Student 2848,2025-10-12,Sunday,9:15,Medium,58.57
Student 2849,2025-12-23,Tuesday,14:45,Low,77.53
Student 2850,2025-02-28,Friday,17:45,Low,88.24
Student 2851,2025-12-14,Sunday,10:15,High,11.36
Student 2852,2025-11-20,Thursday,12:15,Medium,47.68
Student 2853,2025-03-21,Friday,17:00,Low,94.1
Student 2854,2025-04-01,Tuesday,15:45,Low,93.88
Student 2855,2025-09-28,Sunday,17:30,Low,90.67
Student 2856,2025-05-07,Wednesday,15:30,Low,71.42
Student 2857,2025-11-27,Thursday,12:45,Medium,49.76
Student 2858,2025-05-17,Saturday,18:45,Low,92.25
Student 2859,2025-07-26,Saturday,18:30,Low,77.24
Student 2860,2025-10-12,Sunday,17:45,Low,85.41
Student 2861,2025-12-05,Friday,18:30,Low,89.39
Student 2862,2025-05-26,Monday,13:00,Low,98.57
Student 2863,2025-10-29,Wednesday,8:15,Medium,42.37
Student 2864,2025-10-11,Saturday,13:45,Low,83.47
Student 2865,2025-01-22,Wednesday,16:45,Low,88.56
Student 2866,2025-06-22,Sunday,8:00,Medium,63.9
Student 2867,2025-02-05,Wednesday,13:45,Low,84.07
Student 2868,2025-04-16,Wednesday,15:45,Low,98.47
Student 2869,2025-12-28,Sunday,12:45,Low,75.16
Student 2870,2025-10-16,Thursday,18:30,Low,85.76
Student 2871,2025-06-07,Saturday,15:15,Low,80.7
Student 2872,2025-10-06,Monday,10:00,Medium,49.56
Student 2873,2025-11-24,Monday,18:45,Low,74.17
Student 2874,2025-03-07,Friday,8:30,Low,94.36
Student 2875,2025-07-23,Wednesday,16:00,Low,74.32
Student 2876,2025-08-14,Thursday,15:30,Low,85.61
Student 2877,2025-10-28,Tuesday,14:15,Medium,64.02
Student 2878,2025-08-09,Saturday,16:15,Low,96.15
Student 2879,2025-09-20,Saturday,17:15,Low,92.81
Student 2880,2025-05-21,Wednesday,18:15,Low,98.52
Student 2881,2025-03-13,Thursday,11:45,Medium,62.69
Student 2882,2025-04-13,Sunday,10:30,High,23.48
Student 2883,2025-04-12,Saturday,18:15,Low,84.43
Student 2884,2025-03-09,Sunday,10:45,Medium,44.41
Student 2885,2025-04-09,Wednesday,12:30,High,33.48
Student 2886,2025-12-04,Thursday,12:30,Medium,43.58
Student 2887,2025-12-23,Tuesday,12:00,Low,89.0
Student 2888,2025-09-07,Sunday,13:30,Low,86.29
Student 2889,2025-08-12,Tuesday,13:30,Low,99.62
Student 2890,2025-05-25,Sunday,11:30,Low,94.52
Student 2891,2025-01-15,Wednesday,12:45,Low,87.9
Student 2892,2025-05-29,Thursday,13:45,Medium,44.53
Student 2893,2025-07-18,Friday,10:45,Low,88.32
Student 2894,2025-06-02,Monday,9:15,High,35.07
Student 2895,2025-04-17,Thursday,10:45,Low,87.27
Student 2896,2025-10-28,Tuesday,8:45,Medium,51.48
Student 2897,2025-04-04,Friday,16:45,Low,77.59
Student 2898,2025-12-20,Saturday,17:00,Low,89.29
Student 2899,2025-02-03,Monday,12:45,High,12.74
Student 2900,2025-02-06,Thursday,13:00,Medium,65.57
Student 2901,2025-10-20,Monday,15:30,Low,92.49
Student 2902,2025-02-11,Tuesday,18:30,Low,78.82
Student 2903,2025-08-13,Wednesday,10:30,Low,91.27
Student 2904,2025-09-24,Wednesday,9:45,Low,93.67
Student 2905,2025-04-17,Thursday,14:30,Low,82.57
Student 2906,2025-05-18,Sunday,18:45,Low,89.62
Student 2907,2025-11-14,Friday,11:00,Low,87.54
Student 2908,2025-12-05,Friday,12:45,Low,87.25
Student 2909,2025-12-25,Thursday,9:30,Low,95.77
Student 2910,2025-02-02,Sunday,8:30,High,35.68
Student 2911,2025-10-21,Tuesday,8:30,Medium,42.73
Student 2912,2025-07-07,Monday,15:45,Low,83.07
Student 2913,2025-02-05,Wednesday,12:30,High,22.82
Student 2914,2025-05-03,Saturday,16:45,Low,82.75
Student 2915,2025-10-23,Thursday,15:00,Low,71.7
Student 2916,2025-10-19,Sunday,11:45,Medium,58.06
Student 2917,2025-10-16,Thursday,13:30,Medium,48.72
Student 2918,2025-10-06,Monday,9:00,Medium,50.51
Student 2919,2025-01-22,Wednesday,13:15,Low,74.63
Student 2920,2025-08-09,Saturday,15:00,Low,92.8
Student 2921,2025-07-12,Saturday,18:45,Low,70.46
Student 2922,2025-02-17,Monday,14:30,Low,85.67
Student 2923,2025-11-29,Saturday,9:15,Low,95.38
Student 2924,2025-08-20,Wednesday,18:00,Low,84.65
Student 2925,2025-04-21,Monday,14:00,Low,77.23
Student 2926,2025-01-02,Thursday,14:15,Low,88.78
Student 2927,2025-11-10,Monday,17:00,Low,97.86
Student 2928,2025-12-15,Monday,9:00,High,16.55
Student 2929,2025-10-18,Saturday,15:00,Low,77.7
Student 2930,2025-02-18,Tuesday,10:15,High,29.94
Student 2931,2025-01-30,Thursday,9:30,Low,75.59
Student 2932,2025-08-26,Tuesday,8:45,Low,93.73
Student 2933,2025-11-16,Sunday,8:15,High,26.21
Student 2934,2025-03-13,Thursday,13:00,Medium,40.25
Student 2935,2025-03-17,Monday,14:45,Medium,44.93
Student 2936,2025-06-12,Thursday,10:30,Low,76.34
Student 2937,2025-07-06,Sunday,14:30,Low,84.9
Student 2938,2025-10-10,Friday,13:30,Low,99.36
Student 2939,2025-06-09,Monday,17:15,Low,77.56
Student 2940,2025-10-20,Monday,18:30,Low,94.36
Student 2941,2025-04-21,Monday,17:45,Low,72.77
Student 2942,2025-04-10,Thursday,14:30,Low,98.96
Student 2943,2025-06-04,Wednesday,14:15,Low,77.01
Student 2944,2025-10-17,Friday,12:30,Low,80.92
Student 2945,2025-05-09,Friday,8:45,Low,71.33
Student 2946,2025-01-03,Friday,10:45,Low,89.75
Student 2947,2025-05-24,Saturday,9:30,Low,88.78
Student 2948,2025-08-21,Thursday,15:00,Low,97.43
Student 2949,2025-05-26,Monday,12:15,Low,91.65
Student 2950,2025-06-03,Tuesday,9:45,High,36.7
Student 2951,2025-10-17,Friday,11:00,Low,94.66
Student 2952,2025-08-21,Thursday,10:00,Low,75.36
Student 2953,2025-09-28,Sunday,12:45,Low,77.54
Student 2954,2025-10-17,Friday,14:45,Low,90.86
Student 2955,2025-06-15,Sunday,9:00,High,22.13
Student 2956,2025-11-23,Sunday,16:00,Low,89.69
Student 2957,2025-08-01,Friday,14:45,Low,80.19
Student 2958,2025-04-11,Friday,16:30,Low,97.75
Student 2959,2025-06-27,Friday,13:00,Low,98.83
Student 2960,2025-08-03,Sunday,8:30,Low,97.64
Student 2961,2025-06-27,Friday,11:15,Low,77.61
Student 2962,2025-03-30,Sunday,8:30,Medium,55.4
Student 2963,2025-12-30,Tuesday,18:30,Low,91.32
Student 2964,2025-08-04,Monday,17:00,Low,96.32
Student 2965,2025-12-10,Wednesday,12:15,High,18.45
Student 2966,2025-05-08,Thursday,13:45,Medium,52.77
Student 2967,2025-01-04,Saturday,14:45,Low,84.37
Student 2968,2025-03-05,Wednesday,18:45,Low,82.59
Student 2969,2025-04-10,Thursday,13:00,Medium,62.76
Student 2970,2025-02-20,Thursday,16:45,Low,85.58
Student 2971,2025-12-14,Sunday,15:00,Low,83.39
Student 2972,2025-12-05,Friday,15:30,Low,71.25
Student 2973,2025-05-20,Tuesday,10:30,Low,70.1
Student 2974,2025-10-20,Monday,8:30,Medium,45.4
Student 2975,2025-06-04,Wednesday,15:45,Low,88.4
Student 2976,2025-07-29,Tuesday,10:45,Low,78.34
Student 2977,2025-12-09,Tuesday,16:30,Low,83.04
Student 2978,2025-03-02,Sunday,13:30,Medium,52.07
Student 2979,2025-11-19,Wednesday,14:00,Low,82.12
Student 2980,2025-11-29,Saturday,15:30,Low,91.52
Student 2981,2025-01-01,Wednesday,15:30,Low,81.77
Student 2982,2025-01-22,Wednesday,8:15,Low,83.52
Student 2983,2025-01-17,Friday,15:45,Low,80.87
Student 2984,2025-03-15,Saturday,16:15,Low,75.02
Student 2985,2025-03-21,Friday,11:15,Low,74.5
Student 2986,2025-07-28,Monday,17:15,Low,79.82
Student 2987,2025-06-23,Monday,14:45,Medium,68.38
Student 2988,2025-03-22,Saturday,17:30,Low,82.49
Student 2989,2025-10-31,Friday,11:15,Low,86.65
Student 2990,2025-02-22,Saturday,13:45,Low,98.11
Student 2991,2025-09-28,Sunday,15:45,Low,96.79
Student 2992,2025-05-04,Sunday,11:15,Low,80.82
Student 2993,2025-10-18,Saturday,9:45,Low,87.88
Student 2994,2025-12-16,Tuesday,14:00,Low,75.15
Student 2995,2025-05-21,Wednesday,12:00,Low,82.83
Student 2996,2025-01-18,Saturday,10:15,Low,87.64
Student 2997,2025-08-07,Thursday,12:30,Low,80.37
Student 2998,2025-06-13,Friday,10:30,Low,77.45
Student 2999,2025-04-28,Monday,8:00,High,35.37
Student 3000,2025-04-29,Tuesday,8:15,High,23.32
Student 3001,2025-04-24,Thursday,10:45,Low,73.73
Student 3002,2025-07-18,Friday,13:30,Low,72.78
Student 3003,2025-01-13,Monday,15:45,Low,98.82
Student 3004,2025-12-07,Sunday,13:45,Low,91.63
Student 3005,2025-03-01,Saturday,16:45,Low,74.59
Student 3006,2025-11-20,Thursday,10:00,Low,88.8
Student 3007,2025-10-28,Tuesday,15:45,Low,93.95
Student 3008,2025-08-14,Thursday,9:45,Low,77.75
Student 3009,2025-04-04,Friday,10:30,Low,93.61
Student 3010,2025-12-05,Friday,11:30,Low,81.83
Student 3011,2025-11-15,Saturday,10:15,Low,75.61
Student 3012,2025-08-07,Thursday,18:15,Low,95.81
Student 3013,2025-07-29,Tuesday,15:30,Low,92.36
Student 3014,2025-04-14,Monday,10:00,High,13.68
Student 3015,2025-07-16,Wednesday,8:30,Low,99.3
Student 3016,2025-11-18,Tuesday,13:30,Low,95.18
Student 3017,2025-10-02,Thursday,12:15,Medium,49.19
Student 3018,2025-08-04,Monday,16:00,Low,88.18
Student 3019,2025-05-06,Tuesday,17:00,Low,80.55
Student 3020,2025-01-25,Saturday,16:15,Low,96.12
Student 3021,2025-06-04,Wednesday,12:00,High,19.81
Student 3022,2025-01-30,Thursday,13:45,Low,95.72
Student 3023,2025-02-08,Saturday,10:15,Low,91.54
Student 3024,2025-01-31,Friday,10:30,Low,91.75
Student 3025,2025-09-03,Wednesday,8:15,High,14.2
Student 3026,2025-07-31,Thursday,13:45,Low,87.61
Student 3027,2025-07-28,Monday,16:15,Low,71.35
Student 3028,2025-02-01,Saturday,8:15,Low,87.37
Student 3029,2025-04-06,Sunday,17:45,Low,92.01
Student 3030,2025-05-23,Friday,12:15,Low,89.09
Student 3031,2025-04-09,Wednesday,12:00,High,12.26
Student 3032,2025-05-15,Thursday,12:00,Medium,59.94
Student 3033,2025-08-12,Tuesday,12:00,Low,94.35
Student 3034,2025-11-25,Tuesday,16:45,Low,81.73
Student 3035,2025-06-17,Tuesday,8:15,High,14.95
Student 3036,2025-01-16,Thursday,18:15,Low,93.38
Student 3037,2025-05-23,Friday,16:45,Low,92.82
Student 3038,2025-01-19,Sunday,13:15,Low,74.01
Student 3039,2025-03-19,Wednesday,16:15,Low,75.79
Student 3040,2025-05-07,Wednesday,13:45,Low,93.67
Student 3041,2025-10-01,Wednesday,14:45,Medium,56.45
Student 3042,2025-04-23,Wednesday,17:00,Low,80.68
Student 3043,2025-02-13,Thursday,18:45,Low,94.4
Student 3044,2025-03-02,Sunday,16:00,Low,75.8
Student 3045,2025-05-13,Tuesday,16:00,Low,81.82
Student 3046,2025-12-06,Saturday,14:15,Low,82.44
Student 3047,2025-07-13,Sunday,10:45,Low,72.25
Student 3048,2025-03-08,Saturday,16:00,Low,89.11
Student 3049,2025-02-10,Monday,15:00,Low,85.78
Student 3050,2025-08-08,Friday,13:15,Low,99.38
Student 3051,2025-04-25,Friday,14:30,Low,87.42
Student 3052,2025-10-17,Friday,18:45,Low,76.18
Student 3053,2025-01-26,Sunday,9:30,Low,99.32
Student 3054,2025-03-05,Wednesday,15:15,Low,93.48
Student 3055,2025-12-28,Sunday,15:45,Low,84.62
Student 3056,2025-09-17,Wednesday,13:45,Low,90.83
Student 3057,2025-10-06,Monday,17:30,Low,96.63
Student 3058,2025-12-24,Wednesday,15:15,Low,77.35
Student 3059,2025-04-02,Wednesday,14:30,Low,99.83
Student 3060,2025-06-13,Friday,16:45,Low,76.58
Student 3061,2025-12-13,Saturday,12:30,Low,90.7
Student 3062,2025-05-23,Friday,17:00,Low,94.23
Student 3063,2025-01-27,Monday,17:45,Low,74.04
Student 3064,2025-02-05,Wednesday,13:15,Low,79.33
Student 3065,2025-11-07,Friday,18:00,Low,97.57
Student 3066,2025-02-19,Wednesday,16:00,Low,93.25
Student 3067,2025-12-26,Friday,10:45,Low,89.22
Student 3068,2025-09-20,Saturday,14:30,Low,70.98
Student 3069,2025-04-12,Saturday,8:45,Low,89.39
Student 3070,2025-04-06,Sunday,18:30,Low,75.19
Student 3071,2025-07-02,Wednesday,18:45,Low,75.47
Student 3072,2025-07-12,Saturday,13:00,Low,72.67
Student 3073,2025-09-03,Wednesday,17:15,Low,99.83
Student 3074,2025-07-30,Wednesday,11:00,Low,74.22
Student 3075,2025-01-21,Tuesday,10:15,Low,96.02
Student 3076,2025-03-16,Sunday,11:45,Medium,47.62
Student 3077,2025-03-23,Sunday,11:45,Medium,62.32
Student 3078,2025-04-25,Friday,9:00,Low,76.28
Student 3079,2025-07-24,Thursday,9:45,Low,91.35
Student 3080,2025-02-24,Monday,15:15,Low,75.67
Student 3081,2025-06-16,Monday,17:30,Low,90.39
Student 3082,2025-02-08,Saturday,15:15,Low,73.4
Student 3083,2025-01-11,Saturday,15:15,Low,94.39
Student 3084,2025-08-12,Tuesday,15:15,Low,82.27
Student 3085,2025-03-20,Thursday,17:00,Low,76.84
Student 3086,2025-12-03,Wednesday,14:15,Low,94.48
Student 3087,2025-09-06,Saturday,17:30,Low,94.56
Student 3088,2025-10-25,Saturday,9:15,Low,86.26
Student 3089,2025-03-29,Saturday,10:00,Low,74.1
Student 3090,2025-06-19,Thursday,14:45,Low,72.99
Student 3091,2025-06-08,Sunday,13:15,Low,99.69
Student 3092,2025-12-11,Thursday,13:30,Medium,53.49
Student 3093,2025-01-17,Friday,16:45,Low,79.03
Student 3094,2025-01-17,Friday,10:15,Low,90.82
Student 3095,2025-02-09,Sunday,15:30,Low,95.22
Student 3096,2025-03-23,Sunday,14:00,Medium,64.8
Student 3097,2025-04-23,Wednesday,18:30,Low,93.19
Student 3098,2025-10-17,Friday,9:00,Low,95.54
Student 3099,2025-01-17,Friday,18:15,Low,75.09
Student 3100,2025-10-21,Tuesday,13:30,Medium,65.68
Student 3101,2025-09-03,Wednesday,16:15,Low,97.8
Student 3102,2025-06-28,Saturday,15:00,Low,84.72
Student 3103,2025-11-06,Thursday,8:45,Low,83.21
Student 3104,2025-12-22,Monday,8:15,Low,95.42
Student 3105,2025-05-12,Monday,14:15,Low,91.78
Student 3106,2025-11-21,Friday,16:15,Low,82.91
Student 3107,2025-01-29,Wednesday,14:00,Low,80.4
Student 3108,2025-07-27,Sunday,13:30,Low,89.65
Student 3109,2025-06-24,Tuesday,9:00,Medium,53.95
Student 3110,2025-01-21,Tuesday,13:45,Low,90.48
Student 3111,2025-08-02,Saturday,15:45,Low,85.09
Student 3112,2025-09-01,Monday,16:15,Low,94.23
Student 3113,2025-04-03,Thursday,13:00,Medium,56.53
Student 3114,2025-09-12,Friday,12:45,Low,73.18
Student 3115,2025-02-14,Friday,11:00,Low,95.01
Student 3116,2025-11-28,Friday,15:00,Low,99.9
Student 3117,2025-12-11,Thursday,17:00,Low,74.87
